Year,Month,Day,Flag.Tsunami,Flag.Earthquake,Volcano.Name,Location,Country,Elevation,Volcano.Type,Status,Volcanic.Explosivity.Index,Volcano...Deaths,Volcano...Deaths.Description,Volcano...Missing,Volcano...Missing.Description,Volcano...Injuries,Volcano...Injuries.Description,Volcano...Damage..in.M..,Volcano...Damage.Description,Volcano...Houses.destroyed,Volcano...Houses.destroyed.Description,Total.Effects...Deaths,Total.Effects...Deaths.Description,Total.Effects...Missing,Total.Effects...Missing.Description,Total.Effects...Injuries,Total.Effects...Injuries.Description,Total.Effects...Damages.in.million.Dollars,Total.Effects...Damage.Description,Total.Effects...Houses.Destroyed,Total.Effects...Houses.Destroyed.Description,Coordinates,Earthquakes...Houses.damaged.Description,Total.Effects...Houses.Damaged.Description,RowNumber
1302,8.0,15.39258114374034,,,Ischia,Italy,Italy,789.0,Complex volcano,Historical,,,Few (~1 to 50 deaths),,,,,,,,,,Few (~1 to 50 deaths),,,,,,,,,40.73,,,340
1568,8.0,15.39258114374034,,,Savo,Solomon Is-SW Pacifi,Solomon Is.,510.0,Stratovolcano,Historical,3.0,1001.0,Very Many (~1001 or more deaths),,,,,,,,,1001.0,Very Many (~1001 or more deaths),,,,,,,,,-9.13,,,341
1570,8.0,15.39258114374034,,,Mombacho,Nicaragua,Nicaragua,1344.0,Stratovolcano,Holocene,,400.0,Many (~101 to 1000 deaths),,,,,,,,,400.0,Many (~101 to 1000 deaths),,,,,,,,,11.826,,,342
1663,8.0,16.0,,,Usu,Hokkaido-Japan,Japan,731.0,Stratovolcano,Historical,5.0,5.0,Few (~1 to 50 deaths),,,,,,,,,5.0,Few (~1 to 50 deaths),,,,,,,,,42.53,,,343
1693,1.0,9.0,,Earthquake,Etna,Italy,Italy,3350.0,Stratovolcano,Historical,,,,,,,,,,,,,,,,,,,,,,37.734,,,344
1755,10.0,17.0,,,Katla,Iceland-S,Iceland,1512.0,Subglacial volcano,Historical,4.0,2.0,Few (~1 to 50 deaths),,,,,,,,,2.0,Few (~1 to 50 deaths),,,,,,,,,63.63,,,345
1843,8.0,15.39258114374034,,,Lamongan,Java,Indonesia,1651.0,Stratovolcano,Historical,2.0,4.0,Few (~1 to 50 deaths),,,,,,,,,4.0,Few (~1 to 50 deaths),,,,,,,,,-8.0,,,346
1872,4.0,24.0,,,Vesuvius,Italy,Italy,1281.0,Complex volcano,Historical,3.0,9.0,Few (~1 to 50 deaths),,,11.0,Few (~1 to 50 deaths),,,,,9.0,Few (~1 to 50 deaths),,,11.0,Few (~1 to 50 deaths),,,,,40.821,,,347
1878,8.0,29.0,Tsunami,Earthquake,Okmok,Aleutian Is,United States,1073.0,Shield volcano,Historical,2.0,,,,,,,,,,,,,,,,,,,,,53.42,,,348
1913,12.0,6.0,,,Ambrym,Vanuatu-SW Pacific,Vanuatu,1334.0,Pyroclastic shield,Historical,3.0,21.0,Few (~1 to 50 deaths),,,,,,SEVERE (~>$5 to $24 million),,,21.0,Few (~1 to 50 deaths),,,,,,SEVERE (~>$5 to $24 million),,,-16.25,,,349
1949,5.0,26.0,,,Purace,Colombia,Colombia,4650.0,Stratovolcano,Historical,2.0,17.0,Few (~1 to 50 deaths),,,,,,,,,17.0,Few (~1 to 50 deaths),,,,,,,,,2.32,,,350
1957,10.0,15.39258114374034,,,Aso,Kyushu-Japan,Japan,1592.0,Caldera,Historical,2.0,12.0,Few (~1 to 50 deaths),,,,,,,,,12.0,Few (~1 to 50 deaths),,,,,,,,,32.88,,,351
1963,12.0,10.0,,,Irazu,Costa Rica,Costa Rica,3432.0,Stratovolcano,Historical,3.0,40.0,Few (~1 to 50 deaths),,,,Few (~1 to 50 deaths),,MODERATE (~$1 to $5 million),400.0,Many (~101 to 1000 houses),40.0,Few (~1 to 50 deaths),,,,Few (~1 to 50 deaths),,MODERATE (~$1 to $5 million),400.0,Many (~101 to 1000 houses),9.979,,,352
1971,9.0,14.0,,,Fuego,Guatemala,Guatemala,3763.0,Stratovolcano,Historical,3.0,10.0,Few (~1 to 50 deaths),,,,,,,,,10.0,Few (~1 to 50 deaths),,,,,,,,,14.473,,,353
1992,4.0,10.0,,,Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354
1997,7.0,12.0,,,Hakkoda Group,Honshu-Japan,Japan,1585.0,Stratovolcano,Holocene,,3.0,Few (~1 to 50 deaths),,,,,,,,,3.0,Few (~1 to 50 deaths),,,,,,,,,40.65,,,355
1997,9.0,15.0,,,Adatara,Honshu-Japan,Japan,1718.0,Stratovolcano,Historical,,4.0,Few (~1 to 50 deaths),,,,,,,,,4.0,Few (~1 to 50 deaths),,,,,,,,,37.62,,,356
1997,11.0,23.0,,,Aso,Kyushu-Japan,Japan,1592.0,Caldera,Historical,,2.0,Few (~1 to 50 deaths),,,,,,,,,2.0,Few (~1 to 50 deaths),,,,,,,,,32.88,,,357
2004,1.0,29.0,,,Egon,Lesser Sunda Is,Indonesia,1703.0,Stratovolcano,Historical,1.0,1.0,Few (~1 to 50 deaths),,,,,,,,,1.0,Few (~1 to 50 deaths),,,,,,,,,-8.67,,,358
2013,2.0,15.39258114374034,,,Paluweh,Lesser Sunda Is,Indonesia,875.0,Stratovolcano,Historical,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,Few (~1 to 50 houses),,,,,,,,LIMITED (roughly corresponding to less than $1 million),,Few (~1 to 50 houses),-8.32,,,359
2013,9.0,4.0,,,Sakura-jima,Kyushu-Japan,Japan,1117.0,Stratovolcano,Historical,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,31.58,,,360
2015,5.0,7.0,,,Karangetang [Api Siau],Sangihe Is-Indonesia,Indonesia,1784.0,Stratovolcano,Historical,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,Few (~1 to 50 houses),,,,,,,,LIMITED (roughly corresponding to less than $1 million),,Few (~1 to 50 houses),2.78,,,361
-3580,8.0,15.39258114374034,,,Taal,Luzon-Philippines,Philippines,400.0,Stratovolcano,Historical,6.0,,,,,,,,,,,,,,,,,,,,,14.002,,,362
-2040,8.0,15.39258114374034,,,Long Island,New Guinea-NE of,Papua New Guinea,1280.0,Complex volcano,Historical,6.0,,,,,,,,,,,,,,,,,,,,,-5.358,,,363
653,8.0,15.39258114374034,,,Dakataua,New Britain-SW Pac,Papua New Guinea,400.0,Caldera,Anthropology,6.0,,,,,,,,,,,,,,,,,,,,,-5.056,,,364
683,8.0,15.39258114374034,,,Rabaul,New Britain-SW Pac,Papua New Guinea,688.0,Pyroclastic shield,Historical,6.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,,,,-4.271,,,365
950,8.0,15.39258114374034,,,Katla,Iceland-S,Iceland,1512.0,Subglacial volcano,Historical,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,,,,63.63,,,366
1580,5.0,1.0,,,San Jorge,Azores,Portugal,1053.0,Fissure vent,Historical,3.0,10.0,Few (~1 to 50 deaths),,,,,,,,,10.0,Few (~1 to 50 deaths),,,,,,,,,38.65,,,367
1581,12.0,26.0,,,Fuego,Guatemala,Guatemala,3763.0,Stratovolcano,Historical,4.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,14.473,,,368
1608,7.0,18.0,Tsunami,,Gamalama,Halmahera-Indonesia,Indonesia,1715.0,Stratovolcano,Historical,3.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,Few (~1 to 50 deaths),,,,,,LIMITED (roughly corresponding to less than $1 million),,,0.8,,,369
1625,9.0,2.0,,,Katla,Iceland-S,Iceland,1512.0,Subglacial volcano,Historical,5.0,,,,,,,,,,,,,,,,,,,,,63.63,,,370
1660,2.0,15.39258114374034,,,Teon,Banda Sea,Pacific Ocean,655.0,Stratovolcano,Historical,4.0,3.0,Few (~1 to 50 deaths),,,,,,,,,3.0,Few (~1 to 50 deaths),,,,,,,,,-6.92,,,371
1773,2.0,2.0,,,Gamalama,Halmahera-Indonesia,Indonesia,1715.0,Stratovolcano,Historical,2.0,,Some (~51 to 100 deaths),,,,,,,,,,Some (~51 to 100 deaths),,,,,,,,,0.8,,,372
1779,8.0,8.0,,,Vesuvius,Italy,Italy,1281.0,Complex volcano,Historical,2.0,,Few (~1 to 50 deaths),,,,,,,,,,Few (~1 to 50 deaths),,,,,,,,,40.821,,,373
1801,7.0,15.39258114374034,,,Chokai,Honshu-Japan,Japan,2237.0,Stratovolcano,Historical,2.0,8.0,Few (~1 to 50 deaths),,,,,,,,,8.0,Few (~1 to 50 deaths),,,,,,,,,39.08,,,374
1804,8.0,15.39258114374034,,,Shikotsu,Hokkaido-Japan,Japan,1320.0,Caldera,Historical,3.0,,Many (~101 to 1000 deaths),,,,,,,,,,Many (~101 to 1000 deaths),,,,,,,,,42.7,,,375
1820,3.0,1.0,Tsunami,Earthquake,Westdahl,Aleutian Is,United States,1654.0,Stratovolcano,Historical,2.0,,,,,,,,,,,,,,,,,,,,,54.52,,,376
1845,9.0,2.0,,,Hekla,Iceland-S,Iceland,1491.0,Stratovolcano,Historical,4.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,63.98,,,377
1867,10.0,21.0,,,Zao,Honshu-Japan,Japan,1841.0,Complex volcano,Historical,2.0,3.0,Few (~1 to 50 deaths),,,,,,,,,3.0,Few (~1 to 50 deaths),,,,,,,,,38.15,,,378
1870,8.0,15.39258114374034,,,Aoba,Vanuatu-SW Pacific,Vanuatu,1496.0,Shield volcano,Historical,2.0,,Many (~101 to 1000 deaths),,,,,,SEVERE (~>$5 to $24 million),,Many (~101 to 1000 houses),,Many (~101 to 1000 deaths),,,,,,SEVERE (~>$5 to $24 million),,Many (~101 to 1000 houses),-15.4,,,379
1910,3.0,20.0,,,Taupo,New Zealand,New Zealand,760.0,Caldera,Radiocarbon,,1.0,Few (~1 to 50 deaths),,,,,,,,,1.0,Few (~1 to 50 deaths),,,,,,,,,-38.82,,,380
1952,3.0,27.0,,,Hakone,Honshu-Japan,Japan,1438.0,Complex volcano,Radiocarbon,,1.0,Few (~1 to 50 deaths),,,,,,,,,1.0,Few (~1 to 50 deaths),,,,,,,,,35.22,,,381
1953,4.0,27.0,,,Aso,Kyushu-Japan,Japan,1592.0,Caldera,Historical,2.0,6.0,Few (~1 to 50 deaths),,,,,,,,,6.0,Few (~1 to 50 deaths),,,,,,,,,32.88,,,382
1963,3.0,17.0,,,Irazu,Costa Rica,Costa Rica,3432.0,Stratovolcano,Historical,3.0,15.0,Few (~1 to 50 deaths),,,,,,,,,15.0,Few (~1 to 50 deaths),,,,,,,,,9.979,,,383
1974,10.0,17.0,Tsunami,,Ritter Island,New Guinea-NE of,Papua New Guinea,140.0,Stratovolcano,Historical,1.0,,,,,,,,,,,,,,,,,,,,,-5.52,,,384
1986,10.0,15.0,,,Merapi,Java,Indonesia,2947.0,Stratovolcano,Historical,2.0,1.0,Few (~1 to 50 deaths),,,,,,,,,1.0,Few (~1 to 50 deaths),,,,,,,,,-7.542,,,385
1987,1.0,25.0,,,Pacaya,Guatemala,Guatemala,2552.0,Complex volcano,Historical,3.0,,,,,15.0,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),63.0,Some (~51 to 100 houses),,,,,15.0,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),63.0,Some (~51 to 100 houses),14.381,,,386
1990,6.0,24.0,,,Rabaul,New Britain-SW Pac,Papua New Guinea,688.0,Pyroclastic shield,Historical,,6.0,Few (~1 to 50 deaths),,,,,,,,,6.0,Few (~1 to 50 deaths),,,,,,,,,-4.271,,,387
1993,10.0,4.0,,,Pinatubo,Luzon-Philippines,Philippines,1486.0,Stratovolcano,Historical,,14.0,Few (~1 to 50 deaths),,,,,,,,,14.0,Few (~1 to 50 deaths),,,,,,,,,15.13,,,388
2000,6.0,27.0,Tsunami,Earthquake,Miyake-jima,Izu Is-Japan,Japan,815.0,Stratovolcano,Historical,2.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,1.0,Few (~1 to 50 deaths),,,,Many (~101 to 1000 deaths),,LIMITED (roughly corresponding to less than $1 million),,,34.08,,,389
2006,11.0,30.0,,,Mayon,Luzon-Philippines,Philippines,2462.0,Stratovolcano,Historical,1.0,1266.0,Very Many (~1001 or more deaths),,,,,,LIMITED (roughly corresponding to less than $1 million),,,1266.0,Very Many (~1001 or more deaths),,,,,,LIMITED (roughly corresponding to less than $1 million),,,13.257,,,390
2009,3.0,23.0,,,Redoubt,Alaska-SW,United States,3108.0,Stratovolcano,Historical,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,60.48,,,391
2016,5.0,21.0,,,Sinabung,Sumatra,Indonesia,2460.0,Stratovolcano,Holocene,,7.0,Few (~1 to 50 deaths),,,3.0,Few (~1 to 50 deaths),100.0,EXTREME (~$25 million or more),,,7.0,Few (~1 to 50 deaths),,,3.0,Few (~1 to 50 deaths),100.0,EXTREME (~$25 million or more),,,3.17,,,392
2018,1.0,23.0,,,Kusatsu-Shirane,Honshu-Japan,Japan,2176.0,Stratovolcano,Historical,,1.0,Few (~1 to 50 deaths),,,11.0,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),,,1.0,Few (~1 to 50 deaths),,,11.0,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),,,36.62,,,393
2019,7.0,3.0,,,Stromboli,Italy,Italy,926.0,Stratovolcano,Historical,2.0,1.0,Few (~1 to 50 deaths),,,1.0,Few (~1 to 50 deaths),,,,,1.0,Few (~1 to 50 deaths),,,1.0,Few (~1 to 50 deaths),,,,,38.789,,,394
-1645,8.0,15.39258114374034,,,Aniakchak,Alaska Peninsula,United States,1341.0,Caldera,Historical,6.0,,,,,,,,,,,,,,,,,,,,,56.88,,,395
1636,5.0,15.0,,,Hekla,Iceland-S,Iceland,1491.0,Stratovolcano,Historical,3.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,63.98,,,396
1669,3.0,19.0,,,Etna,Italy,Italy,3350.0,Stratovolcano,Historical,3.0,2.0,Few (~1 to 50 deaths),,,5.0,Few (~1 to 50 deaths),,,,,2.0,Few (~1 to 50 deaths),,,5.0,Few (~1 to 50 deaths),,,,,37.734,,,397
1698,5.0,15.39258114374034,Tsunami,,Vesuvius,Italy,Italy,1281.0,Complex volcano,Historical,3.0,,,,,,,,,,,,,,,,,,,,,40.821,,,398
1706,5.0,5.0,Tsunami,,Tenerife,Canary Is,Spain,3715.0,Stratovolcano,Historical,2.0,,,,,,,,SEVERE (~>$5 to $24 million),,,,,,,,,,SEVERE (~>$5 to $24 million),,,28.271,,,399
1707,12.0,16.0,,Earthquake,Fuji,Honshu-Japan,Japan,3776.0,Stratovolcano,Historical,4.0,,Few (~1 to 50 deaths),,,,,,LIMITED (roughly corresponding to less than $1 million),75.0,Few (~1 to 50 houses),,Few (~1 to 50 deaths),,,,,,LIMITED (roughly corresponding to less than $1 million),75.0,Few (~1 to 50 houses),35.35,,,400
1826,10.0,11.0,,,Dieng Volc Complex,Java,Indonesia,2565.0,Complex volcano,Historical,2.0,,Some (~51 to 100 deaths),,,,,,,,,,Some (~51 to 100 deaths),,,,,,,,,-7.2,,,401
1832,11.0,1.0,,,Etna,Italy,Italy,3350.0,Stratovolcano,Historical,2.0,,Some (~51 to 100 deaths),,,,,,,,,,Some (~51 to 100 deaths),,,,,,,,,37.734,,,402
1835,1.0,20.0,,,Cosiguina,Nicaragua,Nicaragua,872.0,Stratovolcano,Historical,5.0,,Few (~1 to 50 deaths),,,,,,,,,,Few (~1 to 50 deaths),,,,,,,,,12.98,,,403
1860,8.0,15.39258114374034,,,Grimsvotn,Iceland-NE,Iceland,1725.0,Caldera,Historical,,1.0,Few (~1 to 50 deaths),,,,,,,,,1.0,Few (~1 to 50 deaths),,,,,,,,,64.42,,,404
1871,8.0,7.0,,,Gamalama,Halmahera-Indonesia,Indonesia,1715.0,Stratovolcano,Historical,2.0,1.0,Few (~1 to 50 deaths),,,1.0,Few (~1 to 50 deaths),,,,,1.0,Few (~1 to 50 deaths),,,1.0,Few (~1 to 50 deaths),,,,,0.8,,,405
1872,8.0,15.39258114374034,,,Sinarka,Kuril Is,Russia,934.0,Stratovolcano,Historical,4.0,,Many (~101 to 1000 deaths),,,,,,,,,,Many (~101 to 1000 deaths),,,,,,,,,48.875,,,406
1899,11.0,13.0,,,Dona Juana,Colombia,Colombia,4150.0,Stratovolcano,Historical,4.0,55.0,Some (~51 to 100 deaths),,,,,,,,,55.0,Some (~51 to 100 deaths),,,,,,,,,1.47,,,407
1905,3.0,10.0,,,Vesuvius,Italy,Italy,1281.0,Complex volcano,Historical,2.0,1.0,Few (~1 to 50 deaths),,,1.0,Few (~1 to 50 deaths),,,,,1.0,Few (~1 to 50 deaths),,,1.0,Few (~1 to 50 deaths),,,,,40.821,,,408
1924,5.0,10.0,,,Kilauea,Hawaiian Is,United States,1222.0,Shield volcano,Historical,2.0,1.0,Few (~1 to 50 deaths),,,,,,,,,1.0,Few (~1 to 50 deaths),,,,,,,,,19.425,,,409
1931,8.0,20.0,,,Asama,Honshu-Japan,Japan,2560.0,Complex volcano,Historical,3.0,3.0,Few (~1 to 50 deaths),,,,,,,,,3.0,Few (~1 to 50 deaths),,,,,,,,,36.4,,,410
1947,1.0,7.0,,,Mayon,Luzon-Philippines,Philippines,2462.0,Stratovolcano,Historical,2.0,,Few (~1 to 50 deaths),,,,,,,,,,Few (~1 to 50 deaths),,,,,,,,,13.257,,,411
1957,3.0,11.0,,Earthquake,Vsevidof,Aleutian Is,United States,2149.0,Stratovolcano,Historical,2.0,,,,,,,,,,,,,,,,,,,,,53.13,,,412
1963,9.0,5.0,,,Batur,Lesser Sunda Is,Indonesia,1717.0,Caldera,Historical,2.0,2.0,Few (~1 to 50 deaths),,,,,,,,Few (~1 to 50 houses),2.0,Few (~1 to 50 deaths),,,,,,,,Few (~1 to 50 houses),-8.242,,,413
1967,7.0,8.0,,,Lengai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414
1969,1.0,28.0,,,Iya,Lesser Sunda Is,Indonesia,637.0,Stratovolcano,Historical,3.0,2.0,Few (~1 to 50 deaths),,,10.0,Few (~1 to 50 deaths),,,287.0,Many (~101 to 1000 houses),2.0,Few (~1 to 50 deaths),,,10.0,Few (~1 to 50 deaths),,,287.0,Many (~101 to 1000 houses),-8.88,,,415
1988,7.0,30.0,,,Semeru,Java,Indonesia,3676.0,Stratovolcano,Historical,3.0,1.0,Few (~1 to 50 deaths),,,,,,,,,1.0,Few (~1 to 50 deaths),,,,,,,,,-8.108,,,416
1990,3.0,26.0,,,Aso,Kyushu-Japan,Japan,1592.0,Caldera,Historical,2.0,1.0,Few (~1 to 50 deaths),,,,,,,,,1.0,Few (~1 to 50 deaths),,,,,,,,,32.88,,,417
1994,6.0,6.0,,Earthquake,Huila,Colombia,Colombia,5365.0,Stratovolcano,Historical,,,,,,,,,,,,650.0,Many (~101 to 1000 deaths),,,,,2.4,MODERATE (~$1 to $5 million),200.0,Many (~101 to 1000 houses),2.92,,,418
1999,8.0,15.0,,,Shiveluch,Kamchatka,Russia,3283.0,Stratovolcano,Historical,4.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,,,,56.653,,,419
1999,10.0,16.0,,,Tungurahua,Ecuador,Ecuador,5023.0,Stratovolcano,Historical,3.0,1.0,Few (~1 to 50 deaths),,,4.0,Few (~1 to 50 deaths),,,,,1.0,Few (~1 to 50 deaths),,,4.0,Few (~1 to 50 deaths),,,,,-1.467,,,420
2019,12.0,9.0,,,White Island,New Zealand,New Zealand,321.0,Stratovolcano,Historical,2.0,21.0,Few (~1 to 50 deaths),,,24.0,Few (~1 to 50 deaths),,,,,21.0,Few (~1 to 50 deaths),,,24.0,Few (~1 to 50 deaths),,,,,-37.52,,,421
1357,8.0,15.39258114374034,,,Katla,Iceland-S,Iceland,1512.0,Subglacial volcano,Historical,4.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,63.63,,,422
1586,8.0,15.39258114374034,,,Kelut,Java,Indonesia,1731.0,Stratovolcano,Historical,5.0,10000.0,Very Many (~1001 or more deaths),,,,,,,,,10000.0,Very Many (~1001 or more deaths),,,,,,,,,-7.93,,,423
1730,8.0,15.39258114374034,,,Tseax River Cone,Canada,Canada,609.0,Pyroclastic cone,Radiocarbon,,,Few (~1 to 50 deaths),,,,,,,,,,Few (~1 to 50 deaths),,,,,,,,,55.12,,,424
1823,2.0,15.39258114374034,,,Kilauea,Hawaiian Is,United States,1222.0,Shield volcano,Historical,0.0,,Few (~1 to 50 deaths),,,,,,,,,,Few (~1 to 50 deaths),,,,,,,,,19.425,,,425
1832,12.0,25.0,,,Merapi,Java,Indonesia,2947.0,Stratovolcano,Historical,3.0,32.0,Few (~1 to 50 deaths),,,,,,,,Some (~51 to 100 houses),32.0,Few (~1 to 50 deaths),,,,,,,,Some (~51 to 100 houses),-7.542,,,426
1838,2.0,26.0,,,Gamalama,Halmahera-Indonesia,Indonesia,1715.0,Stratovolcano,Historical,2.0,4.0,Few (~1 to 50 deaths),,,,,,,,,4.0,Few (~1 to 50 deaths),,,,,,,,,0.8,,,427
1858,1.0,15.39258114374034,,,Mayon,Luzon-Philippines,Philippines,2462.0,Stratovolcano,Historical,2.0,,Few (~1 to 50 deaths),,,,,,,,,,Few (~1 to 50 deaths),,,,,,,,,13.257,,,428
1872,12.0,15.39258114374034,,,Aso,Kyushu-Japan,Japan,1592.0,Caldera,Historical,3.0,4.0,Few (~1 to 50 deaths),,,,,,,,,4.0,Few (~1 to 50 deaths),,,,,,,,,32.88,,,429
1879,2.0,4.0,Tsunami,,Stromboli,Italy,Italy,926.0,Stratovolcano,Historical,2.0,,,,,,,,,,,,,,,,,,,,,38.789,,,430
1893,5.0,19.0,,,Azuma,Honshu-Japan,Japan,2024.0,Stratovolcano,Historical,2.0,2.0,Few (~1 to 50 deaths),,,,,,,,,2.0,Few (~1 to 50 deaths),,,,,,,,,37.73,,,431
1918,7.0,18.0,Tsunami,,Banua Wuhu,Sangihe Is-Indonesia,Indonesia,-5.0,Submarine volcano,Historical,3.0,,,,,,,,,,,,,,,,,,,,,3.138,,,432
1940,7.0,12.0,,,Miyake-jima,Izu Is-Japan,Japan,815.0,Stratovolcano,Historical,2.0,11.0,Few (~1 to 50 deaths),,,20.0,Few (~1 to 50 deaths),,,,,11.0,Few (~1 to 50 deaths),,,20.0,Few (~1 to 50 deaths),,,,,34.08,,,433
1966,1.0,13.0,Tsunami,,Tinakula,Santa Cruz Is-SW Pac,Solomon Is.,851.0,Stratovolcano,Historical,3.0,,,,,,,,,,,,,,,,,,,,,-10.38,,,434
1970,5.0,5.0,,,Hekla,Iceland-S,Iceland,1491.0,Stratovolcano,Historical,3.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,63.98,,,435
1974,10.0,10.0,,,Fuego,Guatemala,Guatemala,3763.0,Stratovolcano,Historical,4.0,,Few (~1 to 50 deaths),,,,,,MODERATE (~$1 to $5 million),,Many (~101 to 1000 houses),,Few (~1 to 50 deaths),,,,,,MODERATE (~$1 to $5 million),,Many (~101 to 1000 houses),14.473,,,436
1975,1.0,15.39258114374034,,,Marapi,Sumatra,Indonesia,2891.0,Complex volcano,Historical,2.0,80.0,Some (~51 to 100 deaths),,,,,,SEVERE (~>$5 to $24 million),,Many (~101 to 1000 houses),80.0,Some (~51 to 100 deaths),,,,,,SEVERE (~>$5 to $24 million),,Many (~101 to 1000 houses),-0.381,,,437
1977,4.0,27.0,,,Krafla,Iceland-NE,Iceland,650.0,Caldera,Historical,1.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,65.73,,,438
1984,9.0,14.0,,,On-take,Honshu-Japan,Japan,3063.0,Complex volcano,Historical,,29.0,Few (~1 to 50 deaths),,,,,,,,,29.0,Few (~1 to 50 deaths),,,,,,,,,35.9,,,439
1989,2.0,12.0,,,Aso,Kyushu-Japan,Japan,1592.0,Caldera,Historical,,1.0,Few (~1 to 50 deaths),,,,,,,,,1.0,Few (~1 to 50 deaths),,,,,,,,,32.88,,,440
1991,6.0,15.39258114374034,,,Mutnovsky,Kamchatka,Russia,2322.0,Complex volcano,Historical,,1.0,Few (~1 to 50 deaths),,,,,,,,,1.0,Few (~1 to 50 deaths),,,,,,,,,52.453,,,441
1991,8.0,8.0,,,Hudson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442
1992,3.0,18.0,,,Dieng Volc Complex,Java,Indonesia,2565.0,Complex volcano,Historical,,1.0,Few (~1 to 50 deaths),,,2.0,Few (~1 to 50 deaths),,,,,1.0,Few (~1 to 50 deaths),,,2.0,Few (~1 to 50 deaths),,,,,-7.2,,,443
1993,2.0,2.0,,,Mayon,Luzon-Philippines,Philippines,2462.0,Stratovolcano,Historical,2.0,75.0,Some (~51 to 100 deaths),,,,,,,,,75.0,Some (~51 to 100 deaths),,,,,,,,,13.257,,,444
1995,5.0,15.0,,,Kelimutu,Lesser Sunda Is,Indonesia,1640.0,Complex volcano,Historical,,1.0,Few (~1 to 50 deaths),,,,,,,,,1.0,Few (~1 to 50 deaths),,,,,,,,,-8.758,,,445
2015,10.0,15.39258114374034,,,Okataina,New Zealand,New Zealand,1111.0,Lava dome,Historical,,1.0,Few (~1 to 50 deaths),,,,,,,,,1.0,Few (~1 to 50 deaths),,,,,,,,,-38.12,,,446
2018,2.0,9.0,Tsunami,,Kadovar,New Guinea-NE of,Papua New Guinea,365.0,Stratovolcano,Holocene,,,,,,,,,,,,,,,,,,,,,,-3.62,,,447
1280,8.0,15.39258114374034,,,Quilotoa,Ecuador,Ecuador,3914.0,Caldera,Radiocarbon,6.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,,,,-0.85,,,448
1540,8.0,15.39258114374034,Tsunami,,Augustine,Alaska-SW,United States,1252.0,Lava dome,Historical,4.0,,,,,,,,,,,,,,,,,,,,,59.37,,,449
1660,8.0,15.39258114374034,Tsunami,,Long Island,New Guinea-NE of,Papua New Guinea,1280.0,Complex volcano,Historical,6.0,2000.0,Very Many (~1001 or more deaths),,,,,,SEVERE (~>$5 to $24 million),,Many (~101 to 1000 houses),2000.0,Very Many (~1001 or more deaths),,,,,,SEVERE (~>$5 to $24 million),,Many (~101 to 1000 houses),-5.358,,,450
1858,4.0,23.0,,Earthquake,Tate-yama,Honshu-Japan,Japan,2621.0,Stratovolcano,Historical,,,Many (~101 to 1000 deaths),,,,,,,,,,Many (~101 to 1000 deaths),,,,,,,,,36.57,,,451
1864,1.0,3.0,,,Kelut,Java,Indonesia,1731.0,Stratovolcano,Historical,2.0,54.0,Some (~51 to 100 deaths),,,,,,,,Many (~101 to 1000 houses),54.0,Some (~51 to 100 deaths),,,,,,,,Many (~101 to 1000 houses),-7.93,,,452
1873,1.0,16.0,,,Ragang,Mindanao-Philippines,Philippines,2815.0,Stratovolcano,Historical,2.0,,Few (~1 to 50 deaths),,,,,,,,,,Few (~1 to 50 deaths),,,,,,,,,7.67,,,453
1902,8.0,7.0,,,Tori-shima,Izu Is-Japan,Japan,403.0,Stratovolcano,Historical,3.0,125.0,Many (~101 to 1000 deaths),,,,,,,,,125.0,Many (~101 to 1000 deaths),,,,,,,,,30.48,,,454
